,Unnamed: 0.1,Unnamed: 0,symbol,name,curr_market_price,pe_ratio,book_value,divident,roce,roe,face_value,market_cap,about
1357,1357,1357,SPECIALITY,Speciality Restaurants Ltd,167.0,26.8,63.9,0.6,10.2,8.69,10.0,806.0,"Incorporated in 1999, Speciality Restaurant "
1358,1358,1358,SPENCERS,Spencers Retail Ltd,106.0,,-46.1,0.0,-10.3,,5.0,951.0,"Incorporated in 2017, Spencer’s Retail Ltd develops, conducts, and promotes organized retail. It operates departmental and neighborhood stores under various formats across the country"
1359,1359,1359,SPENTEX,Spentex Industries Limited,,,,,,,,,
1360,1360,1360,SPIC,Southern Petrochemicals Industries Corporation Ltd,83.7,9.88,52.8,1.79,17.8,14.4,10.0,1703.0,Southern Petrochemicals Industries Corporation Ltd is engaged in manufacturing and selling Urea and Nitrogenous chemical fertilizer. 
1361,1361,1361,SPICEJET,SpiceJet Ltd,66.2,,-66.6,0.0,5.04,,10.0,5250.0,SpiceJet Ltd is principally engaged in the business of providing air transport services for the carriage of passengers and cargo.
1362,1362,1362,SPLIL,SPL Industries Ltd,60.4,,14.4,0.0,-35.5,-91.3,10.0,175.0,"Incorporated in 1994, SPL Industries Ltd is a manufacturer & exporter of Knitted fabric and Knitted garments"
1363,1363,1363,SPMLINFRA,SPML Infra Limited,,,,,,,,,
1364,1364,1364,SPTL,Sintex Plastics Technology Ltd,1.06,,0.22,0.0,-12.3,-97.9,1.0,67.4,Sintex Plastics Technology Limited is a plastic processing conglomerate that caters to diverse high-growth sectors. It is engaged in the manufacture of plastic products in India and Europe and trading activities in the USA. 
1365,1365,1365,SPYL,Shekhawati Poly-Yarn Limited,,,,,,,,,
1366,1366,1366,SREEL,Sreeleathers Ltd,,,,,,,,,"Incorporated in 1991, Sreeleathers "
1367,1367,1367,SREINFRA,SREI Infrastructure Finance Ltd,2.1,,-340.0,0.0,-3.86,,10.0,106.0,SREI Infrastructure Finance was registered as a NBFC in 1998 and subsequently classified as Infrastructure Finance Company in 2010. The company is in Fee based activities primarily focussed on Infrastructure Project Advisory and Financial Solutions Advisory. It was subsequently classified as Infrastructure Finance Company. 
1368,1368,1368,SRF,SRF Limited,,,,,,,,,
1369,1369,1369,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd,580.0,12.3,466.0,0.52,15.4,11.2,10.0,997.0,"Incorporated in 2005, Sree Rayalaseema "
1370,1370,1370,SRIPIPES,Srikalahasthi Pipes Ltd(Merged),,,,,,,,,"Srikalahasti Pipes Ltd is one of the leading players in the DI pipe industry in India and was established in 1991. Its key products include DI Pipes, Pig Iron, Coke & and Cement. Srikalahasti Pipes has a backward integrated manufacturing facility which includes a sinter plant, coke oven plant, power plant and a Sewage Treatment facilities in the same complex spread over 330 acres. Some of its marquee clients are Larsen & Toubro, NCC Limited, Indian Hume Pipes Ltd. "
1371,1371,1371,SRTRANSFIN,Shriram Transport Finance Company Limited,,,,,,,,,
1372,1372,1372,SSWL,Steel Strips Wheels Limited,,,,,,,,,
1373,1373,1373,STAMPEDE,Stampede Capital Limited,,,,,,,,,
1374,1374,1374,STAR,Strides Pharma Science Ltd,1286.0,114.0,231.0,0.19,7.86,4.5,10.0,11860.0,Strides Pharma Science Ltd is in the business of development and manufacturing of pharmaceutical products.
1375,1375,1375,STARCEMENT,Star Cement Ltd,213.0,37.0,67.0,0.0,16.5,11.5,1.0,8622.0,Star Cements Ltd is engaged in manufacturing and selling of Cement Clinker & Cement. It sells its products across north-eastern and eastern states in India.
1376,1376,1376,STARPAPER,Star Paper Mills Limited,,,,,,,,,
1377,1377,1377,STCINDIA,State Trading Corporation of India Ltd,179.0,15.6,-772.0,0.0,,,10.0,1073.0,"Incorporated in 1956, The State Trading Corporation of India Ltd is in the trading Business on behalf of Government/s or "
1378,1378,1378,STEELCITY,Steel City Securities Ltd,101.0,11.0,78.4,2.97,13.8,10.3,10.0,153.0,"Incorporated in 1995, Steel City Securities Ltd provides stock broking and e-governance services"
1379,1379,1379,STEELXIND,Steel Exchange India Ltd,12.8,391.0,,0.0,,,1.0,1519.0,"Incorporated in 1999, Steel Exchange India Ltd manufactures and sells steel and related products and power generation"
1380,1380,1380,STEL,Stel Holdings Limited,,,,,,,,,
1381,1381,1381,STERTOOLS,Sterling Tools Ltd,601.0,35.9,124.0,0.33,14.7,12.9,2.0,2166.0,"Established in 1979, STL manufactures and markets high tensile cold forged fasteners, primarily for the automobile industry. STL was founded by the first generation entrepreneur, Mr. Manohar Lal Aggarwal, and has thereafter been managed by his two sons, Mr. Anil Aggarwal and Mr. Atul Aggarwal."
1382,1382,1382,STINDIA,STI India Ltd,,,,,,,,,STI India is mainly engaged in the business of manufacturing of textiles consisting of yarn and fabrics.
1383,1383,1383,STRTECH,Sterlite Technologies Limited,,,,,,,,,
1384,1384,1384,SUBCAPCITY,International Constructions Ltd,89.0,,145.0,0.0,-12.4,-48.0,10.0,32.3,"International Constructions is engaged in the business of infrastructure devetopment which inter'atia includes water management, water infrastructure development, and other civiI infrastructures. Information about the Group structure."
1385,1385,1385,SUBEX,Subex Limited,,,,,,,,,
1386,1386,1386,SUBROS,Subros Ltd,765.0,42.0,147.0,0.24,16.3,10.6,2.0,4996.0,"Subros Limited was incorporated in 1985 as a joint venture public limited company with Suri family of India (36.79% ownership), Denso Corporation, Japan (20% ownership) & Suzuki Motor Corporation, Japan (11.96% ownership). It is engaged in the business of manufacturing and supplying Auto Air Conditioning products for all major Automakers in Passenger and Commercial Vehicle Space. It has a technical collaboration with Denso Corporation "
1387,1387,1387,SUDARSCHEM,Sudarshan Chemical Industries Ltd,1023.0,59.0,166.0,0.45,11.4,11.3,2.0,7080.0,"Sudarshan Chemical Industries manufactures and sells a wide range of Organic and Inorganic Pigments, Effect Pigments. The Group also manufactures Pollution Control Equipment, Size Reduction Equipment and Grinding Equipments for industrial applications.(Source : 202003 Annual Report Page No:203)"
1388,1388,1388,SUJANAUNI,Sujana Universal Industries Ltd,0.3,,-46.2,0.0,-17.8,,10.0,5.07,"Sujana Universal Industries is manufacture Domestic Appliances like all varieties of Fans and other appliances and from time to time SUIL has diversified into Engineering Products like Ball &Tapper Roll Bearings, Light Engineering Products and Steel Products."
1389,1389,1389,SUMEETINDS,Sumeet Industries Limited,,,,,,,,,
1390,1390,1390,SUMIT,Sumit Woods Ltd,156.0,52.5,24.8,0.0,13.6,12.9,10.0,476.0,"Incorporated in 1997, Sumit Woods Ltd is in the business of real estate development"
1391,1391,1391,SUMMITSEC,Summit Securities Ltd,2660.0,37.7,8279.0,0.0,1.39,1.07,10.0,2900.0,Summit Securities Ltd is a non-deposit taking NBFC registered with RBI and is engaged in the business of investments in shares and securities.
1392,1392,1392,SUNCLAYLTD,Sundaram Clayton Limited,,,,,,,,,
1393,1393,1393,SUNDARAM,Sundaram Multi Pap Limited,,,,,,,,,
1394,1394,1394,SUNDARMFIN,Sundaram Finance Ltd,5053.0,36.6,997.0,0.59,9.21,14.2,10.0,56143.0,"Sundaram Finance is a registered deposit taking NBFC established in 1954. The Co. is engaged in retail finance across multiple domains like Vehicle finance, Home Finance, Mutual Funds, General insurance and Financial service distribution "
1395,1395,1395,SUNDARMHLD,Sundaram Finance Holdings Ltd,400.0,15.5,216.0,1.92,5.85,12.8,5.0,8889.0,"Sundaram Finance Holdings Ltd is primarily engaged in the business of Investments, business processing, and support services. It has a 100% subsidiary which is an outsourcing company offering various support services to large and mid-sized firms in and outside India. "
1396,1396,1396,SUNDRMBRAK,Sundaram Brake Linings Ltd,,,,,,,,,"Incorporated in 1978, Sundaram Brake Linings Ltd manufactures asbestos free friction materials"
1397,1397,1397,SUNDRMFAST,Sundram Fasteners Limited,,,,,,,,,
1398,1398,1398,SUNFLAG,Sunflag Iron & Steel Company Ltd,214.0,26.5,287.0,0.0,5.69,3.37,10.0,3857.0,"Sunflag Iron & Steel Company Ltd was established in 1984 & is a part of Sunflag Group, company started operations in 1989 as a spring steel producer however, at present the company manufactures mild-steel and alloy steel products of varieties like carbon steel, free & semi free cutting steels,etc. "
1399,1399,1399,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,1866.0,42.4,265.0,0.72,17.3,16.7,1.0,447559.0,"Sun Pharmaceutical Industries Ltd is engaged in the business of manufacturing, developing and marketing a wide range of branded and generic formulations and Active Pharma Ingredients (APIs). The company and its subsidiaries has various manufacturing facilities spread across the world with trading and other incidental and related activities extending to global market."
1400,1400,1400,SUNTECK,Sunteck Realty Ltd,585.0,85.3,213.0,0.26,4.66,2.38,1.0,8572.0,Sunteck Realty Limited is a Mumbai-based real estate developer focused on developing premium residential and commercial properties across Mumbai Metropolitan Region (MMR).
1401,1401,1401,SUNTV,Sun TV Network Limited,,,,,,,,,
1402,1402,1402,SUPERHOUSE,Superhouse Ltd,228.0,25.7,407.0,0.35,4.4,2.55,10.0,252.0,"Incorporated in 1980, Superhouse Ltd manufactures and trades Leather, Leather Goods and Textile Goods, etc."
1403,1403,1403,SUPERSPIN,Super Spinning Mills Ltd,11.9,,9.2,0.0,-1.79,-43.0,1.0,65.5,"Incorporated in 1962, Super Spinning Mills Ltd does manufacturing and selling of cotton, cotton yarn and allied products"
1404,1404,1404,SUPPETRO,Supreme Petrochem Limited,,,,,,,,,
1405,1405,1405,SUPRAJIT,Suprajit Engineering Limited,,,,,,,,,
1406,1406,1406,SUPREMEIND,Supreme Industries Ltd,5534.0,62.2,402.0,0.54,28.6,21.7,2.0,70130.0,"Supreme Industries Limited is India’s leading plastics product manufacturer, offering a wide and comprehensive range of plastic products in India. The company operates in various product categories viz. Plastic Piping System, Cross Laminated Films & Products, Protective Packaging Products, Industrial Moulded Components, Moulded Furniture, Storage & Material Handling Products, Performance"
1407,1407,1407,SUPREMEINF,Supreme Infrastructure India Ltd,91.1,,-1895.0,0.0,,,10.0,234.0,"Incorporated in the year 1983, Supreme Infrastructure India Ltd does engineering "
1408,1408,1408,SURANASOL,Surana Solar Limited,,,,,,,,,
1409,1409,1409,SURANAT&P,Surana Telecom and Power Ltd,24.7,38.9,9.86,0.0,3.87,3.27,1.0,336.0,"Incorporatd in 1984, Surana Telecom and Power Ltd does manufacturing and trading of Solar related Products, Generation of Solar Power and Wind Power"
1410,1410,1410,SURYALAXMI,Suryalakshmi Cotton Mills Ltd,86.7,5.38,142.0,0.0,13.8,15.8,10.0,164.0,"Incorporated in 1962, Suryalakshmi Cotton Ltd is an integrated denim & yarn manufacturing textile company"
1411,1411,1411,SURYAROSNI,Surya Roshni Ltd,657.0,19.7,199.0,0.38,20.8,16.2,5.0,7141.0,"Surya Roshni Limited incorporated in 1973 has emerged as India’s largest ERW Pipes exporter, largest GI Pipes producer, and the second largest in the lighting segment. Its focus is on developing the value-added product mix (3LPE Coated pipes, Alkyd pipes, etc.) "
1412,1412,1412,SUTLEJTEX,Sutlej Textiles and Industries Limited,,,,,,,,,
1413,1413,1413,SUVEN,Suven Life Sciences Ltd,152.0,,12.4,0.0,-36.4,-36.3,1.0,3331.0,"Suven Life Sciences Ltd is a clinical-stage biopharmaceutical company focused on the acquisition, development and commercialisation of novel therapeutics for the treatment of neurodegenerative disorders."
1414,1414,1414,SUZLON,Suzlon Energy Ltd,83.4,122.0,2.91,0.0,24.9,28.8,2.0,112907.0,"Suzlon is one of the leading global renewable energy solutions providers. It is a vertically integrated WTG manufacturer. It also undertakes installation and O&M of all WTG sales. Operations include design development and manufacturing of all major components, including rotor blades, tubular towers, generators, control equipment, gears and nacelles. Apart from manufacturing, it offers a full gamut of wind project planning and execution services, including wind resource assessment, infrastructure and power evacuation, technical planning and execution of wind power projects. It also offers O&M services in India and overseas countries."
1415,1415,1415,SWANENERGY,Swan Energy Ltd,596.0,51.2,200.0,0.02,8.25,7.01,1.0,18695.0,"Swan Energy Limited (SEL) was originally incorporated in 1909 as Swan Mills Ltd. (SML), a manufacturer and marketer of cotton and polyester textile products in India. Over the years, it diversified into Real estate and is developing a Floating Storage and Regasification Units -based liquid natural gas (LNG) import terminal at Jafrabad in Gujarat."
1416,1416,1416,SWARAJENG,Swaraj Engines Limited,,,,,,,,,
1417,1417,1417,SWELECTES,Swelect Energy Systems Ltd,1238.0,92.4,554.0,0.24,5.35,3.61,10.0,1877.0,"Swelect Energy Systems Ltd, incorporated in 1994, is engaged in the business of manufacturing and trading of Solar power projects, off-grid solar photovoltaic modules, based on crystalline silicon technology (c-Si), solar and wind power generation, contract manufacturing services, installation and maintenance services, sale of Solar Photovoltaic inverters and energy efficient lighting systems. "
1418,1418,1418,SWSOLAR,Sterling & Wilson Renewable Energy Ltd,721.0,,41.6,0.0,3.77,-56.7,1.0,16811.0,"Sterling and Wilson Solar Ltd is one of the leading end-to-end solar engineering, procurement and construction (EPC) solutions provider globally and is also engaged in the operation and maintenance (O&M) of solar power projects. The company is backed by strong parentage of the Reliance Industries"
1419,1419,1419,SYMPHONY,Symphony Ltd,1593.0,51.8,109.0,0.82,18.8,18.0,2.0,10982.0,"Symphony was established in 1988, in Ahmedabad, India. The company is engaged in the manufacturing and trading of residential, commercial, and industrial air coolers in the domestic and international markets. It is the largest air cooler manufacturer in the world. "
1420,1420,1420,SYNCOM,Syncom Healthcare Ltd,4.2,,2.62,0.0,-11.3,-17.7,10.0,16.8,"Syncom Healthcare together with its one wholly owned foreign subsidiary operates as an integrated international pharmaceutical organisation with businesses encompassing the entire value chain in the marketing, production (including job work) and distribution of pharmaceutical products."
1421,1421,1421,SYNDIBANK,Syndicate Bank(Merged),302.0,,75.5,0.0,3.84,-14.3,10.0,200.0,"Syndicate Bank is an India-based bank, which provides a range of banking services. The Bank's segments include Treasury, Corporate/Wholesale Banking, Banking and Other Banking Operations. The Bank offers deposits, including current and term deposits; loans, including retail loans, agricultural loans and priority sector loan, small and medium enterprises (SME) loan and corporate finance. "
1422,1422,1422,SYNGENE,Syngene International Ltd,910.0,76.8,106.0,0.14,14.7,13.2,10.0,36623.0,"Syngene (established in 1993) as a Biocon subsidiary is India's first Contract Research Organization (CRO) which expanded later to be an integrated service provider offering end-to-end drug discovery, development, and manufacturing services on a single platform (CRAMS). Total research & manufacturing infrastructure for the company is spread across 1.9 million square feet across locations.  "
1423,1423,1423,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,,,,,,,,,
1424,1424,1424,TAJGVK,TajGVK Hotels & Resorts Ltd,312.0,21.0,87.4,0.48,18.9,18.5,2.0,1955.0,"TajGVK Hotels & Resorts Limited, incorporated in 1995, is a joint venture between the Hyderabad-based GVK Group and Indian Hotels Company Limited (IHCL). The Company is engaged in the business of owning, operating & managing hotels, palaces, and resorts under the brand name of “"
1425,1425,1425,TAKE,Take Solutions Ltd,18.9,,-0.6,0.0,-20.9,-52.5,1.0,280.0,"Incorporated in 2000, TAKE Solutions Ltd is in the business of Life Sciences and Support Services"
1426,1426,1426,TALBROAUTO,Talbros Automotive Components Ltd,340.0,25.1,87.0,0.21,21.4,17.2,2.0,2096.0,Talbros Automotive Components is engaged in the business of manufacturing Gaskets and forging.
1427,1427,1427,TALWALKARS,Talwalkars Better value Fitness Ltd,1.45,,71.3,0.0,6.05,4.33,10.0,4.5,"Talwalkars Better value Fitness is engaged in the largest chain of health centers in India offering a diverse suite of services in fitness including gyms, spas, aerobics, yoga and health counseling."
1428,1428,1428,TALWGYM,Talwalkars Healthclubs Ltd,1.05,0.14,162.0,0.0,,,10.0,3.26,"Talwalkars Healthclubs is engaged in the business of health club by providing all kinds of services in fitness including gyms, spas, aerobics, health counseling, yoga, steam and sauna bath, Jacuzzi, physiotherapy service and to buy, sell, manufacture, trade, brand, patent, import, export or otherwise deal in juices and concoctions, health food, health drink, organic food, clothing items, fitness equipments and product and consultancy and franchise services."
1429,1429,1429,TANLA,Tanla Solutions Limited,,,,,,,,,
1430,1430,1430,TANTIACONS,Tantia Constructions Limited,,,,,,,,,
1431,1431,1431,TARAPUR,Tarapur Transformers Ltd,,,,,,,,,"Incorporated in 1988, Tarapur Transformers Ltd is in the business of manufacturing, repairing and refurbishing of power transformers."
1432,1432,1432,TARMAT,Tarmat Ltd,92.5,160.0,60.8,0.0,1.5,1.14,10.0,195.0,"Incorporated in 1986, Tarmat Ltd does construction of Airfield and National / "
1433,1433,1433,TASTYBITE,Tasty Bite Eatables Limited,,,,,,,,,
1434,1434,1434,TATACHEM,Tata Chemicals Ltd,1026.0,33.7,873.0,1.46,7.81,2.32,10.0,26147.0,"Incorporated in 1939, Tata Chemicals Ltd manufactures and exports basic chemistry  and specialty products "
1435,1435,1435,TATACOFFEE,Tata Coffee Ltd,345.0,35.8,99.3,0.87,9.78,10.1,1.0,6440.0,"Tata Coffee Ltd is primarily engaged in the production, trading and distribution of Coffee and Tea and Allied products. The group has operations in India, USA, CIS countries, Europe, Africa and Vietnam."
1436,1436,1436,TATACOMM,Tata Communications Ltd,1968.0,68.1,62.7,0.85,17.6,65.2,10.0,56043.0,"Tata Communications was incorporated on March 19, 1986 as VSNL. In February 2002, the Government of India, as per their disinvestments plan, sold 25% of their holding in the company to the strategic partner. Consequently, the company was taken over under the administrative control of TATA. "
1437,1437,1437,TATAELXSI,Tata Elxsi Limited,,,,,,,,,
1438,1438,1438,TATAGLOBAL,Tata Global Beverages Limited,,,,,,,,,
1439,1439,1439,TATAINVEST,Tata Investment Corporation Ltd,6735.0,92.6,5923.0,0.42,1.67,1.55,10.0,34123.0,"Tata Investment Corporation Ltd is primarily engaged in the business of investment in listed and unlisted equity shares, debt instruments and mutual funds etc. of companies in a wide range of industries. "
1440,1440,1440,TATAMETALI,Tata Metaliks Ltd,1111.0,29.1,59.0,0.45,43.3,306.0,10.0,3507.0,"Tata Metaliks incorporated in 1990 as a subsidiary of Tata Steel, is one of India’s leading producers of high-quality Pig Iron (PI) and Ductile Iron Pipes (DIP)."
1441,1441,1441,TATAMOTORS,Tata MotorsLimited,,,,,,,,,
1442,1442,1442,TATAMTRDVR,Tata Motors-DVR,,,,,,,,,"Tata Motors Ltd designs, manufactures and sells a wide range of automotive vehicles. The company also manufactures engines for industrial and marine applications."
1443,1443,1443,TATAPOWER,Tata Power Company Ltd,444.0,38.7,101.0,0.45,11.1,11.3,1.0,142018.0,"Tata Power Company Ltd is primarily involved in the business of the generation, transmission and distribution of electricity. It aims to produce electricity completely through renewable sources. It also manufactures solar roofs and plans to build 1 lakh ev charging stations by 2025"
1444,1444,1444,TATASTEEL,Tata Steel Ltd,152.0,118.0,73.7,2.37,7.02,6.55,1.0,189698.0,Tata Steel Ltd is Asia's first integrated private steel company setup in 1907.
1445,1445,1445,TATASTLBSL,Tata Steel BSL Ltd(Merged),85.4,1.31,231.0,0.0,12.0,12.6,2.0,9333.0,"Tata Steel BSL Ltd is one of the prominent players in the Indian Steel industry. Backed with more than 27 years of experience, It is now India's 5th largest Secondary Steel Producing Company with an existing steel production capacity of 5.6 million ton per annum. In 2018, Tata Steel acquired Tata Steel BSL Limited (formerly known as Bhushan Steel Limited) through its wholly owned subsidiary Bamnipal Steel Ltd. "
1446,1446,1446,TATASTLLP,Tata Steel Long Products Ltd,830.0,,61.1,0.0,,,10.0,3743.0,"Tata Steel Long Products Ltd, formerly known as Tata Sponge Iron Limited, is engaged in manufacturing high alloy steel, primarily for the auto sector and wire rope industry, and sponge iron for use by the secondary steel sector. "
1447,1447,1447,TBZ,Tribhovandas Bhimji Zaveri Ltd,270.0,29.9,90.1,0.65,10.9,9.33,10.0,1797.0,"Incorporated in 2007, Tribhovandas Bhimji Zaveri Ltd is in the business of retail sales of ornaments made of gold, diamond, silver, platinum and precious stones"
1448,1448,1448,TCI,Transport Corporation of India Limited,,,,,,,,,
1449,1449,1449,TCIDEVELOP,TCI Developers Ltd,389.0,116.0,238.0,0.0,2.5,1.28,10.0,145.0,"TCI Developers Limited was incorporated in 2008 as a real estate arm of TCI Group, which has been created to look into the development of the commercial properties of TCI.  The co. is engaged in the business of Real estate and Warehousing development activities. The properties are developed into Offices Complexes, Residential Buildings, depending on the best use of the properties. Mr D. P Agarwal is the Chairman of the co. "
1450,1450,1450,TCIEXP,TCI Express Ltd,1099.0,34.6,184.0,0.73,26.5,20.2,2.0,4212.0,TCI Express Limited is an express cargo logistics company with its own set up across India. It carries  distribution through various modes of transport and is specialized in offering time definite solutions. 
1451,1451,1451,TCIFINANCE,TCI Finance Ltd,14.6,4.42,40.1,0.0,12.4,8.54,10.0,18.6,"Incorporated in 1973, TCI Finance is a NBFC registered with the RBI. It offers various financial services like loan against shares, IP Valuation etc. "
1452,1452,1452,TCNSBRANDS,TCNS ClothingCo. Limited,,,,,,,,,
1453,1453,1453,TCPLPACK,TCPL Packaging Ltd,3483.0,29.0,578.0,0.63,19.3,20.9,10.0,3163.0,"TCPL manufactures folding cartons, printed blanks and outers, litho-lamination, plastic cartons, blister packs, and shelf-ready packaging. TCPL has also ventured into the flexible packaging industry, with the capability to produce printed cork-tipping paper, laminates, sleeves, and wrap-around labels. "
1454,1454,1454,TCS,Tata Consultancy Services Ltd,4285.0,32.6,250.0,1.28,64.3,51.5,1.0,1550062.0,"Tata Consultancy Services is the flagship company and a part of Tata group. It is an IT services, consulting and business solutions organization that has been partnering with many of the world's largest businesses in their transformation journeys for over 50 years. TCS offers a consulting-led, cognitive powered, integrated portfolio of business, technology and engineering services and solutions. "
1455,1455,1455,TDPOWERSYS,TD Power Systems Ltd,395.0,48.7,45.2,0.28,25.4,18.1,2.0,6184.0,TD Power Systems Ltd is engaged in manufacturing AC generators and Electric motors for various applications which are specifically designed to suit the needs of the customers based on their requirements and specifications.
1456,1456,1456,TEAMLEASE,Teamlease Services Limited,,,,,,,,,
1457,1457,1457,TECHIN,Techindia Nirman Ltd,,,,,,,,,"Incorporated in 1980, Techindia Nirman Ltd (formerly Nath Seeds Ltd) is engaged in the business of infrastructure development."
1458,1458,1458,TECHM,Tech Mahindra Ltd,1622.0,63.1,273.0,2.47,11.9,8.63,5.0,158708.0,"Tech Mahindra Ltd provides comprehensive range of IT services, including IT enabled service, application development and maintenance, consulting and enterprise business solutions, etc. to a diversified base of corporate customers in a wide range of industries."
1459,1459,1459,TECHNOE,Techno Electric & Engineering Company Ltd,1518.0,59.6,201.0,0.46,16.5,13.1,2.0,17674.0,"Techno Electric & Engineering Company Ltd (TEECL) is engaged in providing Engineering, Procurement and Construction (EPC), asset ownership and operations and maintenance services in the power infrastructure industry. "
1460,1460,1460,TECHNOFAB,Technofab Engineering Limited,,,,,,,,,
1461,1461,1461,TEJASNET,Tejas Networks Ltd,1220.0,125.0,184.0,0.0,3.68,2.06,10.0,20895.0,"Incorporated in 2000,Tejas Networks Ltd designs and manufactures wireline and wireless networking products, with a focus on technology, innovation  and  R&D.  TNL carrier-class  products  are  used  by  telecom  service  providers,  utilities,  governments,  and  defence networks in 75+ countries.  Company  is  currently  a  part  of  Panatone  Finvest  Limited  (a  subsidiary  of  Tata  Sons  Private Limited)."
1462,1462,1462,TERASOFT,Tera Software Ltd,72.6,15.8,89.9,0.0,,,10.0,89.0,"Incorporated in 1994, Tera Software Ltd is in "
1463,1463,1463,TEXINFRA,Texmaco Infrastructure & Holdings Ltd,132.0,311.0,116.0,0.11,0.46,0.5,1.0,1675.0,"Company is in business of supplying power from 3 MW Hydel Power Project located on the river Neora, District Darjeeling, West Bengal and certain job works."
1464,1464,1464,TEXMOPIPES,Texmo Pipes and Products Limited,,,,,,,,,
1465,1465,1465,TEXRAIL,Texmaco Rail & Engineering Ltd,224.0,65.9,63.4,0.22,10.6,5.71,1.0,8962.0,"Texmaco Rail & Engineering Ltd is an engineering infrastructure co. & part of the Adventz Group, The co. is involved in the business of manufacturing Rolling stock, hydro-mechanical equipment, steel castings & construction of Rail EPC, bridges, and other steel structures. "
1466,1466,1466,TFCILTD,Tourism Finance Corporation of India Ltd,170.0,18.4,108.0,1.47,10.4,9.87,10.0,1575.0,"Tourism Finance Corporation of India Ltd provides financial assistance to the tourism sector comprising hotels, resorts, restaurants, food courts, amusement parks, ropeways, multiplexes, etc.  "
1467,1467,1467,TFL,Transwarranty Finance Limited,,,,,,,,,
1468,1468,1468,TGBHOTELS,TGB Banquets & Hotels Ltd,15.3,,34.5,0.0,1.46,0.86,10.0,44.8,"Incorporated in 1999, TGB Banquets and Hotels Ltd is into provision of Restaurants; banquets and hotel services"
1469,1469,1469,THANGAMAYL,Thangamayil Jewellery Ltd,,,,,,,,,"Thangamayil Jewellery Limited operates a chain of retail jewellery stores across several districts in Tamil Nadu, a state that have the largest share (40%) of India's total gold consumption."
1470,1470,1470,THEINVEST,The Investment Trust of India Ltd,190.0,30.7,127.0,0.0,6.63,2.86,10.0,990.0,"Incorporated in 1991, The Investment Trust of India Ltd provides advisory services and trading activities. Company also holds investment"
1471,1471,1471,THEMISMED,Themis Medicare Limited,,,,,,,,,
1472,1472,1472,THERMAX,Thermax Ltd,5346.0,107.0,373.0,0.22,16.9,14.2,2.0,63560.0,"Thermax Limited offers solutions to energy, environment and chemical sectors. The Company’s portfolio includes boilers and heaters, absorption chillers/ heat pumps, power plants, solar equipment, air pollution control equipment/system, water and waste recycle plant, ion exchange resins and performance chemicals and related services. "
1473,1473,1473,THIRUSUGAR,Thiru Arooran Sugars Ltd,6.8,,190.0,0.0,-17.5,-30.9,10.0,7.7,"Thiru Arooran Sugars is engaged in the business of manufacture of Sugar, and Potable/Industrial Alcohol (including Ethanol)."
1474,1474,1474,THOMASCOOK,Thomas Cook (India) Ltd,204.0,37.0,43.7,0.2,19.1,13.8,1.0,9579.0,"Thomas Cook offers a broad spectrum of services that include Foreign Exchange, Corporate Travel, MICE, Leisure Travel, Visa & Passport services, and E-Business. The company set up its first office in India in 1881."
1475,1475,1475,THOMASCOTT,Thomas Scott India Ltd,,,,,,,,,"Incorporated in 2010, Thomas Scott (India) "
1476,1476,1476,THYROCARE,Thyrocare Technologies Limited,,,,,,,,,
1477,1477,1477,TI,Tilaknagar Industries Ltd,316.0,39.3,33.9,0.16,22.1,24.8,10.0,6100.0,Tilaknagar Industries Ltd. is primarily involved in manufacturing and sale of Indian Made Foreign Liquor (IMFL).  
1478,1478,1478,TIDEWATER,Tide Water Oil Co (I) Ltd,2386.0,27.9,475.0,2.18,23.7,18.0,2.0,4156.0,"Tide Water Oil Co. Ltd. is a leading manufacturer and marketer of lubricants in over 65 countries around the globe. In India, it has been catering to both automotive and industrial segments since 1928 under the brand “Veedol''. "
1479,1479,1479,TIIL,Technocraft Industries (India) Ltd,3199.0,27.7,729.0,0.0,18.7,17.4,10.0,7357.0,"Technocraft Industries was incorporated in 1992. It has presence in five main business industries viz., Drum Closures, Scaffolding systems, Cotton Yarn, Fabric, Garments and Engineering Services."
1480,1480,1480,TIINDIA,Tube Investments of India Ltd,4292.0,97.0,264.0,0.08,26.3,26.5,1.0,82998.0,"Tube Investments of India Limited (TII) is one of India’s leading manufacturers of a wide range of products for major industries such as Automotive, Railway, Construction, Mining, Agriculture, etc. The Company’s 3 main verticals are Engineering, Metal Formed Products and Bicycles. In line with its growth strategies, the Company has forayed into TMT bars and Truck Body Building business and is additionally exploring opportunities in optic lens and other vision systems for the Auto industry. "
1481,1481,1481,TIJARIA,Tijaria Polypipes Limited,,,,,,,,,
1482,1482,1482,TIL,TIL Ltd,326.0,,4.74,0.0,-49.4,,10.0,2169.0,"TIL Limited is engaged in the manufacturing and marketing of a comprehensive range of material handling, lifting, port and road construction solutions with integrated customer support and after sales service. "
1483,1483,1483,TIMESGTY,Times Guaranty Ltd,,,,,,,,,"Incorporated in 1989, Times Guaranty Ltd is an NBFC and is engaged in investing activities of its own funds."
